id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,area
17680097,Looking for 2 girls to Sublease- SUMMER!,120396196,Justine,,Hennepin,44.98096682,-93.23836876,Shared room,16,90,0,,,1,90,TwinCitiesMSA
17681307,Como Bungalow,78485552,Jairo,,Hennepin,44.98733734,-93.22449618,Entire home/apt,135,2,58,8/5/2018,4.17,1,129,TwinCitiesMSA
17681940,"Superbowl Lux Home,  20 min frm stadium Sleeps 14+",120418910,Simona,,Ramsey,44.91964093,-92.99081576,Entire home/apt,3200,3,0,,,1,217,TwinCitiesMSA
17683099,"Cozy room, Close to Airport, MOA and downtown",120430316,Erinn,,Hennepin,44.90496883,-93.20898405,Private room,29,1,0,,,1,0,TwinCitiesMSA
17699306,Great room with private bathroom!,54217677,Amber,,Hennepin,44.94289869,-93.3888837,Private room,40,1,8,4/21/2018,0.55,1,23,TwinCitiesMSA
17701534,Private room and bath in Golden Valley,120620459,Harold & Michon,,Hennepin,44.99823018,-93.36394145,Private room,43,2,36,7/31/2018,2.29,1,351,TwinCitiesMSA
17710676,"The closest to the SuperBowl, with heated parking!",120707695,Robert,,Hennepin,44.96931444,-93.25799576,Entire home/apt,3000,2,0,,,1,217,TwinCitiesMSA
17712379,Tiny Trimbelle - A Cozy River Cabin,120722944,Asra,,Pierce,44.67291389,-92.589283,Entire home/apt,105,2,63,8/3/2018,4.36,1,53,TwinCitiesMSA
17713570,Newly renovated: 10-15 minutes from Superbowl!,82692028,Brandi,,Hennepin,44.94992876,-93.35451678,Entire home/apt,750,4,0,,,1,358,TwinCitiesMSA
17713960,Elegant & Spacious Townhome w/ garage,28778635,Jennifer,,Washington,44.9390841,-92.94450758,Entire home/apt,80,2,47,7/31/2018,3.09,1,285,TwinCitiesMSA
17715501,Urban apartment,57945477,Ashley,,Hennepin,44.96677072,-93.27978686,Entire home/apt,2000,3,0,,,1,179,TwinCitiesMSA
17728825,Beautifully Renovated Unit in the Arts District!,25308256,Dalton,,Hennepin,45.00205233,-93.26033842,Entire home/apt,129,2,13,8/4/2018,1.11,1,308,TwinCitiesMSA
17736267,Cedar Lake Beach - Studio Designer Apartment,30318409,Allison,,Hennepin,44.95273786,-93.32263449,Entire home/apt,85,2,46,7/29/2018,2.85,4,329,TwinCitiesMSA
17742608,Minneapolis Getaway,70242512,Kevin,,Hennepin,44.95531517,-93.22598121,Entire home/apt,130,3,40,7/31/2018,2.63,3,18,TwinCitiesMSA
17746482,King Bed / Private Bath / Main Level,73752421,Thomas,,Hennepin,45.0274943,-93.22526826,Private room,35,1,109,8/4/2018,6.73,2,92,TwinCitiesMSA
17749515,Convenient location no hidden fees,30664037,Janine,,Hennepin,44.92649162,-93.24637484,Entire home/apt,99,2,79,7/1/2018,4.95,1,124,TwinCitiesMSA
17751306,PLEASANT/INVITING HOME IN MINNEAPOLIS-BOOK IT!,97013193,Judy,,Hennepin,44.99784769,-93.36380138,Private room,65,1,33,7/31/2018,2.28,1,163,TwinCitiesMSA
17751874,"Very private, country, wildlife, & comfort of home",34357171,Theres,,St. Croix,44.9761016,-92.5884252,Entire home/apt,85,1,42,7/30/2018,2.58,1,325,TwinCitiesMSA
17766595,Rodeway Inn by Choice Hotels International,121274270,Rutvij,,Chisago,45.38085767,-92.87301598,Private room,75,1,1,7/30/2017,0.08,1,327,TwinCitiesMSA
17775296,T,104334619,Nik,,Hennepin,44.95452166,-93.40945188,Entire home/apt,46,1,4,2/5/2018,0.24,1,0,TwinCitiesMSA
17778909,Hip & Cozy Petite Two-Story Carriage House,121406606,Anthony,,Ramsey,44.95998931,-93.12936266,Entire home/apt,85,1,13,10/13/2017,0.78,1,0,TwinCitiesMSA
17788793,2 Bedrooms in clean and cozy house,121510213,Sreeram,,Hennepin,45.02806923,-93.35985595,Private room,80,1,4,7/12/2018,0.96,1,65,TwinCitiesMSA
17789158,"Peaceful, clean, serene- 1 room expansive property",98715994,Chelsey,,Washington,45.21959076,-92.96146815,Private room,40,1,9,7/27/2018,0.55,5,158,TwinCitiesMSA
17789785,A Cozy Sanctuary in Bustling Minneapolis II,16961346,Fiza,,Hennepin,44.94976951,-93.22944061,Entire home/apt,87,7,3,7/2/2018,1.14,2,315,TwinCitiesMSA
17789950,Huge Colonial Great for Groups and Families,2918648,K.M.,,Hennepin,45.01875336,-93.23064173,Entire home/apt,95,2,4,2/5/2018,0.26,1,0,TwinCitiesMSA
17790109,Huge House-Sportsmen's Club/Running Aces/Reunions,98715994,Chelsey,,Washington,45.22007489,-92.95996531,Entire home/apt,450,1,9,7/22/2018,0.64,5,332,TwinCitiesMSA
17792953,Cozy in the City,108497760,Samantha,,Hennepin,44.9700935,-93.2240841,Entire home/apt,225,3,6,7/1/2018,0.44,1,0,TwinCitiesMSA
17794456,Herb'N Farm,121580484,Melanie,,St. Croix,45.15256008,-92.5523258,Private room,60,1,23,3/2/2018,1.42,1,364,TwinCitiesMSA
